cpt_code,site_active_cpt,present_in_cms_rvu26c,cms_status_indicator,payment_status,site_specialty,site_descriptor,cms_descriptor,site_work_rvu,cms_work_rvu,site_total_rvu,cms_total_rvu,appears_in_search,appears_in_case_builder,classification,risk_score,recommended_remediation
65473,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,Corneal relaxing incision for refractive correction,,3.3,,0,,Yes,Yes,dataset defect,113.3,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
65474,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,Phototherapeutic keratectomy,,4.8,,0,,Yes,Yes,dataset defect,114.8,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
65480,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,Destruction of lesion of sclera,,2.5,,0,,Yes,Yes,dataset defect,112.5,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
65485,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,Translation or repositioning of corneal transplant,,5.5,,0,,Yes,Yes,dataset defect,115.5,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
65490,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,"Removal of implanted material, anterior segment",,4,,0,,Yes,Yes,dataset defect,114.0,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
65491,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,"Removal of implanted material, posterior segment",,6.6,,0,,Yes,Yes,dataset defect,116.6,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
65757,Yes,Yes,C,Carrier-priced by Medicare contractor,ophthalmology,Backbench preparation of corneal endothelial allograft,Prep corneal endo allograft,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
65760,Yes,Yes,N,Non-covered/non-payable under MPFS,ophthalmology,Keratomileusis,Keratomileusis,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
65765,Yes,Yes,N,Non-covered/non-payable under MPFS,ophthalmology,Ocular surface reconstruction; amniotic membrane transplantation,Keratophakia,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
65767,Yes,Yes,N,Non-covered/non-payable under MPFS,ophthalmology,Epikeratophakia,Epikeratoplasty,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
65771,Yes,Yes,N,Non-covered/non-payable under MPFS,ophthalmology,Radial keratotomy,Radial keratotomy,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
65897,Yes,No,ABSENT,No row in CMS RVU26C baseline,ophthalmology,Aqueous drainage device revision without extraocular reservoir,,6.3,,0,,Yes,Yes,dataset defect,116.3,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
69605,Yes,No,ABSENT,No row in CMS RVU26C baseline,ent,"Mastoidectomy, complete, modified radical",,14,,0,,Yes,Yes,dataset defect,124.0,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
70170,Yes,Yes,C,Carrier-priced by Medicare contractor,radiology,Radiologic examination dacryocystography,X-ray exam of tear duct,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
72010,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiology,"XR spine, entire survey",,0.75,,0,,Yes,Yes,dataset defect,110.75,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
73500,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiology,Radiologic examination hip unilateral with pelvis when performed 1 view,,0.22,,0,,Yes,Yes,dataset defect,110.22,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
76001,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiology,Fluoroscopy physician or other qualified health care professional time more than 1 hour,,2.34,,0,,Yes,Yes,dataset defect,112.34,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
76101,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiology,Radiologic examination complex motion body section other than with urography,,0.78,,0,,Yes,Yes,dataset defect,110.78,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
76102,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiology,Radiologic examination complex motion body section other than with urography each additional section,,0.34,,0,,Yes,Yes,dataset defect,110.34,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
76125,Yes,Yes,C,Carrier-priced by Medicare contractor,radiology,Cineradiography/videoradiography to complement routine examination,Cine/video x-rays add-on,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
76140,Yes,Yes,I,Not valid for Medicare purposes,radiology,Consultation on X-ray examination made elsewhere written report,X-ray consultation,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
76390,Yes,Yes,C,Carrier-priced by Medicare contractor,radiology,Magnetic resonance spectroscopy,Mr spectroscopy,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77013,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_radiology,CT guidance for tissue ablation,Ct guide for tissue ablation,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77014,Yes,No,ABSENT,No row in CMS RVU26C baseline,interventional_radiology,CT guidance for drainage procedure,,1.44,,0,,Yes,Yes,dataset defect,111.44,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
77022,Yes,Yes,C,Carrier-priced by Medicare contractor,interventional_radiology,MRI guidance for tissue ablation,Mri gdn parnchyma tiss abltj,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77299,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,"Unlisted procedure, therapeutic radiology clinical treatment planning",Unlisted px ther rad tx plng,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77371,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,"Radiation treatment delivery, stereotactic radiosurgery (SRS), complete course of treatment of cranial lesion(s); per session",Srs multisource,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77385,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiation_oncology,Intensity modulated radiation treatment delivery; simple,,0.85,,0,,Yes,Yes,dataset defect,110.85,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
77386,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiation_oncology,Intensity modulated radiation treatment delivery; complex,,1.25,,0,,Yes,Yes,dataset defect,111.25,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
77401,Yes,No,ABSENT,No row in CMS RVU26C baseline,radiation_oncology,"Radiation treatment delivery, superficial and/or ortho voltage",,0.2,,0,,Yes,Yes,dataset defect,110.2,"High priority: source-row mismatch or legacy specialty-import artifact. Verify current CPT/CMS status, then either restore CMS total/payment or reclassify inactive/deleted."
77520,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,"Proton treatment delivery; simple, without compensation",Proton trmt simple w/o comp,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77522,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,"Proton treatment delivery; simple, with compensation",Proton trmt simple w/comp,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77523,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,Proton treatment delivery; intermediate,Proton trmt intermediate,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77525,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,Proton treatment delivery; complex,Proton treatment complex,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
77799,Yes,Yes,C,Carrier-priced by Medicare contractor,radiation_oncology,"Unlisted procedure, clinical brachytherapy",Unlisted px clin brachytx,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
78815,Yes,Yes,C,Carrier-priced by Medicare contractor,radiology,"PET imaging, limited area",Pet image w/ct skull-thigh,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
78816,Yes,Yes,C,Carrier-priced by Medicare contractor,radiology,"PET/CT imaging, whole body",Pet image w/ct full body,0,0.00,0,0.00,Yes,Yes,carrier-priced code,70.0,Classify as carrier-priced; keep searchable only with warning that Medicare payment is contractor-priced and not estimated by RVU formula.
80048,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Basic metabolic panel,Basic metabolic pnl total ca,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
80050,Yes,Yes,N,Non-covered/non-payable under MPFS,pathology,General health panel,General health panel,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
80053,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Comprehensive metabolic panel,Comprehen metabolic panel,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
80061,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Lipid panel,Lipid panel,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
80076,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Hepatic function panel,Hepatic function panel,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
81001,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Urinalysis with microscopy,Urinalysis auto w/scope,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
81003,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Urinalysis, automated without microscopy",Urinalysis auto w/o scope,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82040,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Albumin, serum",Assay of serum albumin,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82247,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Bilirubin, total",Bilirubin total,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82248,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Bilirubin, direct",Bilirubin direct,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82306,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Vitamin D, 25-hydroxy",Vitamin d 25 hydroxy,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82310,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Calcium, total",Assay of calcium,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82374,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,CO2 (bicarbonate),Assay blood carbon dioxide,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82435,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Chloride, serum",Assay of blood chloride,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82550,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Creatine kinase (CK), total",Assay of ck (cpk),0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82565,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Creatinine, blood",Assay of creatinine,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82728,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Assay of ferritin,Assay of ferritin,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82784,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"IgA, IgD, IgG, IgM, each",Assay iga/igd/igg/igm each,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
82947,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Glucose, quantitative, blood",Assay glucose blood quant,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
83036,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Hemoglobin A1c,Hemoglobin glycosylated a1c,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
83540,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Iron binding capacity,Assay of iron,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
83550,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Iron binding test,Iron binding test,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
83615,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,LDH (lactate dehydrogenase),Lactate (ld) (ldh) enzyme,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84075,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Alkaline phosphatase,Assay alkaline phosphatase,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84100,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Phosphorus, inorganic",Assay of phosphorus,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84132,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Potassium, serum",Assay of serum potassium,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84153,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Assay of psa total,Assay of psa total,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84295,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Sodium, serum",Assay of serum sodium,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84439,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Free thyroxine (T4),Assay of free thyroxine,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84443,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Thyroid stimulating hormone (TSH),Assay thyroid stim hormone,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84450,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Transferase (ast) (sgot),Transferase (ast) (sgot),0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84460,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Alanine amino (alt) (sgpt),Alanine amino (alt) (sgpt),0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
84520,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"BUN, blood urea nitrogen",Assay of urea nitrogen,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
85025,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Complete blood count (CBC) with differential,Complete cbc w/auto diff wbc,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
85027,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Complete blood count (CBC) automated,Complete cbc automated,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
85610,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Prothrombin time (PT),Prothrombin time,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
85730,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Partial thromboplastin time (PTT),Thromboplastin time partial,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86003,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Allergen specific IgE,Allg spec ige crude xtrc ea,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86200,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Cyclic citrullinated peptide (CCP) antibody,Ccp antibody,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86235,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Nuclear antigen antibody (ANA),Nuclear antigen antibody,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86780,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Treponema pallidum confirmation (syphilis),Treponema pallidum,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86803,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Hepatitis C antibody,Hepatitis c ab test,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86850,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Antibody screen, RBC",Rbc antibody screen,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86900,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Blood typing, ABO",Blood typing serologic abo,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
86901,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Blood typing, Rh (D)",Blood typing serologic rh(d),0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87070,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Culture, bacterial, other source",Culture othr specimn aerobic,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87081,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Culture, presumptive",Culture screen only,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87086,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Urine culture,Urine culture/colony count,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87340,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,Hepatitis B surface antigen,Hepatitis b surface ag ia,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87389,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,HIV-1 antigen with HIV-1/2 antibodies,Hiv-1 ag w/hiv-1&-2 ab ag ia,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87491,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Chlamydia, amplified probe",Chlmyd trach dna amp probe,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
87591,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,pathology,"Neisseria gonorrhoeae, amplified probe",N.gonorrhoeae dna amp prob,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
90658,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,internal_medicine,"Influenza vaccine, trivalent",Iiv3 vaccine splt 0.5 ml im,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
90662,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,internal_medicine,"Influenza vaccine, high dose",Iiv no prsv increased ag im,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
90670,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,internal_medicine,"Pneumococcal conjugate vaccine, 13-valent",Pcv13 vaccine im,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
90686,Yes,Yes,X,Statutory exclusion/non-MPFS payment path,internal_medicine,"Influenza vaccine, quadrivalent, preservative free",Iiv4 vacc no prsv 0.5 ml im,0,0.00,0,0.00,Yes,Yes,technical-only code,60.0,Classify as non-MPFS/statutory-exclusion or technical/lab-only; remove from payable surgical Case Builder unless separate fee-schedule logic exists.
90714,Yes,Yes,E,Excluded from MPFS by regulation,internal_medicine,Tdap vaccine,Td vacc no presv 7 yrs+ im,0,0.00,0,0.00,Yes,Yes,bundled/non-payable code,85.0,"Classify as non-payable/bundled; keep informational page if useful, exclude from payable workflows unless a supported payer-specific path exists."
